name,university,openalex_author_id,openalex_works_count,macro_tags,llm_study_tags,openalex_france_collab,french_institution_names,french_collab_topics,link_france,french_study_focus,france_connection_type
Zirka Z. Filipczak,Williams,https://openalex.org/A5075499603,10,"Northern European Art, Renaissance Art, Baroque Art, Art Theory & Aesthetics, Painting, Classical Antiquity, Other / Uncategorized, Body, Identity & Representation, South Asian Art, Art Markets & Collecting, Italian Art & Architecture, Historiography of Art, European Art (General)","Flemish art, Flemish architecture, 16th century art, 17th century art, Antwerp art, Leonardo da Vinci, Mona Lisa, Optical knowledge in art, Lighting in painting, Peter Paul Rubens, Classical sculpture influence, Emotions in art, Rembrandt, Body language in art, Mughal miniatures, Art collecting, Art theory importation, Italian art theories, Netherlands art history, Baroque art, Art historiography, Art criticism, European art, No direct French art, No direct French institutions, No direct French places",no,,,No,"No direct French art, No direct French institutions, No direct French places",study
Ju-Yu Scarlett Jang,Williams,https://openalex.org/A5030398241,11,"East Asian Art, Other / Uncategorized, Art Markets & Collecting, Art Theory & Aesthetics, Social History, Politics & Ideology in Art, Religion & Sacred Art","Chinese art, imperial China, Ming dynasty, Sung dynasty, ox-herding painting, eunuchs, palace eunuchs, imperial art collections, art collecting, politics of taste, social class, imperial painting academy, art and politics, ceremonial directorate, publishing enterprise, children in Chinese art",no,,,No,,none
Eugene J. Johnson,Williams,https://openalex.org/A5059738273,39,"Architecture, Renaissance Art, Baroque Art, Italian Art & Architecture, Mediterranean Worlds, Heritage & Preservation, Other / Uncategorized, Book Arts & Manuscripts, Theater studies, French Art & Culture, Classical Antiquity, Early Modern Art, Performance Art, Drawing & Printmaking, Race & Black Visual Culture, Gothic Art","theater architecture, Renaissance architecture, Baroque architecture, Italian Renaissance, Venetian architecture, opera house history, Jacopo Sansovino, Andrea Palladio, Giacomo Torelli, Venice, Mantua, Modena cemetery, Venetian mint, Libreria di San Marco, theater history, 16th-century theaters, 17th-century theaters, Florence, Lyon, Siena, Rome, Ferrara, Parma, Pesaro, Giovanni Battista Aleotti, Carlo Fontana, Queen Christina of Sweden, commedia dell’arte, villa architecture, performance spaces, theatricality in architecture, travel sketches, Louis I. Kahn, Charles Moore, Charles A. Platt, Antonio da Sangallo the Younger, festival architecture, fortifications, machines in architecture, early permanent theaters, drama-tourney theaters, affect in architecture, Black women and communal change, French theater architecture, theater at Lyon, cathedral of Albi, French Renaissance architecture",no,,,No,"Lyon, French theater architecture, theater at Lyon, French Renaissance architecture",study
Elizabeth P. McGowan,Williams,https://openalex.org/A5034077476,4,"Archaeology, Prehistoric & Ancient Art, Religion & Sacred Art, Classical Antiquity, Architecture","archaeology, ancient art, funerary art, archaic period, Greek art, Athenian architecture, Ionic order, classical architecture, ancient monuments, funerary columns, Mausollos, ancient memorials, Kommos archaeological site, field archaeology, ancient Greek history",no,,,No,,none
Carol Ockman,Williams,https://openalex.org/A5025219443,7,"19th-Century Art, French Art & Culture, Body, Identity & Representation, Race & Black Visual Culture, Painting, Other / Uncategorized, Performance Art, Theater studies, Heritage & Preservation, Historiography of Art","19th-century French painting, Jean-Auguste-Dominique Ingres, Ingres's eroticized bodies, homoeroticism in art, ethnic stereotyping in art, portraiture, French Romanticism, French art, French aristocracy, Baronne de Rothschild, Sarah Bernhardt, theater and visual culture, dramatic representation, château restoration, Dampierre château, Duc de Luynes, history and art, Orientalism, French cultural history",no,,,No,"19th-century French painting, French Romanticism, French art, French aristocracy, French cultural history",study
Nicola Barham,Michigan,https://openalex.org/A5061249467,5,"Classical Antiquity, Art Theory & Aesthetics, Abstract Art, Renaissance Art, Religion & Sacred Art, Prehistoric & Ancient Art","ancient Roman art, Roman visual culture, Roman ornamentation, image theory, abstraction in art, Villa Farnesina, classical world geography, Mount Athos, holy places in art, classical antiquity, ancient glass art, ancient Roman material culture",no,,,No,,none
Tina Bawden,Michigan,https://openalex.org/A5005450456,12,"Medieval Western Art, Book Arts & Manuscripts, Architecture, Renaissance Art, British Art","medieval art, early medieval art, Christian illuminated manuscripts, manuscript studies, medieval book production, book cultures, insular manuscripts, Carolingian manuscripts, manuscript topologies, color in medieval manuscripts, letter and frame relationship, interlace patterns, St Gall Gospels, Saint-Vaast Gospels, medieval church architecture, space and boundaries in medieval art, medieval parish churches, 15th-century art, 16th-century art, southeastern England, East Anglia, British medieval art, medieval topological functions, medieval visual culture",no,,,No,medieval parish churches,study
Matthew Biro,Michigan,https://openalex.org/A5109596756,13,"Avant-Garde Movements, Science, Technology & Art, Early 20th-Century Art, Photography, Late 20th-Century Art, Other / Uncategorized, Postwar Art (1945–1970s), Contemporary Art (21st century), Critical Theory & Philosophy, Art Theory & Aesthetics, Religion & Sacred Art, German-Speaking Worlds, Conceptual Art","Dada movement, cyborg imagery, Weimar Berlin, analogue photography, digital photography, Bernd and Hilla Becher, Andreas Gursky, Anselm Kiefer, Martin Heidegger, Joseph Beuys, photomontage, Sheida Soleimani, Walter Benjamin, Otto Dix, art philosophy, art and technology, death in art, 20th-century German art, contemporary photography, photography as art, philosophy of art, German art, postwar art, conceptual art",no,,,No,,none
Kevin Carr,Michigan,https://openalex.org/A5087404058,56,"Other / Uncategorized, Science, Technology & Art, Interdisciplinary Cultural Studies, Digital & New Media Art, Urbanism & City Planning","medical research, autism spectrum conditions, dietary interventions, gluten-free diet, casein-free diet, neurosurgery, spinal epidural abscess, lumbar spine surgery, minimally invasive surgery, psychosocial factors in surgery, diagnostic errors, clinical neuroscience, brain injury, traumatic brain injury, post-traumatic brain injury syndrome, stroke treatment, endovascular therapy, mechanical thrombectomy, cerebral ischemia, status epilepticus, subdural hematoma, myocardial infarction, aneurysm treatment, pipeline embolization device, neuroimaging, MRI, molecular detection methods, high-performance liquid chromatography, transdermal drug delivery, naltrexone, paraben metabolism, health information technology, electronic health records, clinical decision support, medical education, action research, teacher education, interactive learning tools, stroke epidemiology, community stroke practice, diagnostic surveillance, electronic triggers, urban freight research, microbial metabolites, autism phenotypes, United States healthcare, clinical case reports, retrospective cohort studies",no,,,No,,none
Nachiket Chanchani,Michigan,https://openalex.org/A5001442865,23,"East Asian Art, South Asian Art, Architecture, Body, Identity & Representation, Archives & Libraries, Visual Culture Studies, Southeast Asian Art, Gender & Feminist Art History, Craft & Vernacular Practices, Patronage & Sponsorship, Photography, Other / Uncategorized, Environmental & Ecological Art, Interdisciplinary Cultural Studies, War, Conflict & Memory, Religion & Sacred Art, Colonial & Imperial Art, Politics & Ideology in Art, Heritage & Preservation, Painting, Landscape, Migration & Diaspora, Urbanism & City Planning, Art Theory & Aesthetics, Postcolonial & Decolonial Studies","Asian art history, Himalayan art, Indian architecture, Māru-Gurjara architecture, Ming painting academy, Nepalese wood carving, Jain art of Gujarat, Eighteenth-century Indian art, Temple architecture, Mountain temples, Art and identity, Colonial Indian art writing, Art archives, Visual culture and trauma, Cambodian visual culture, National identity in art, Women and ritual in India, Kōlam art practice, Yoga and visual culture, Art patronage in India, Self and image creation, Art photography, Ananda Kentish Coomaraswamy, Alfred Stieglitz, Bundelkhand place-making, Early modern Indian art, Indian art history, Art and ecology, Paper prāsādas, Tamil cultural studies, Art and translation, Art and trauma, Art and memory, Art and gender, Art and ritual, Art and identity in South Asia, Art and colonialism, Art and nationalism, Art and cultural heritage, Art and architecture in South Asia, Art and religion, Art and landscape, Art and mountains, Art and frontiers, Art and place-making, Art and time, Art and self-representation, Art and photography studies, Art and archives, Art and postcolonial studies, Art and trauma studies, Art and women, Art and ecology studies, Art and yoga, Art and temple studies, Art and wood carving, Art and Jainism, Art and Cambodia, Art and Nepal, Art and India, Art and Himalayas, Art and Gujarat, Art and Tamil culture, Art and Bundelkhand, Art and Mewar, No explicit French or France-related tags",no,,,No,No explicit French or France-related tags,study
Paroma Chatterjee,Michigan,https://openalex.org/A5024852400,47,"Byzantine Art, Religion & Sacred Art, Early Christian Art, Medieval Western Art, Body, Identity & Representation, Late Antiquity, Mediterranean Worlds, Interdisciplinary Cultural Studies, Art Theory & Aesthetics, French Art Institutions, French Art & Culture","Byzantine art, Byzantine visual culture, Byzantine icons, Byzantine frescoes, Byzantine statues, Byzantine ivory carving, Byzantine manuscripts, Byzantine religious imagery, Christian art, Early Christian art, Medieval art, Iconoclasm, Icon veneration, Miraculous images, Saint Francis of Assisi, Franciscan visual culture, Religious narrative art, Visual representation, Art and religion, Eighth-century Constantinople, Eleventh to thirteenth centuries, Constantinople, Hagia Sophia, Blachernae Church, Nicetas Choniates, John Malalas, Antioch, Mediterranean monuments, Cross-cultural art history, Pagan and Christian art interaction, Visual charisma, Mimesis in art, Urban religious coexistence, Byzantine epigrams, Byzantine prophecy imagery, Byzantine narrative icons, Dumbarton Oaks Byzantine studies, Harvard University Press Byzantine publications, Italian Byzantine connections, Italian medieval art, Religious sculpture, Medieval saint imagery, Visual culture of miracles, Byzantine art historiography, French art history institutions, French scholarship on Byzantine art",no,,,No,"French art history institutions, French scholarship on Byzantine art",study
David Doris,Michigan,https://openalex.org/A5055899977,230,"Politics & Ideology in Art, Media Studies, Other / Uncategorized, Media and political communication and democracy, Media and political communication and citizenship, War, Conflict & Memory, Media and political communication and communication studies, Media and political communication and government, Media and political communication and entertainment, Media and political communication and campaigns, Media and political communication and political behavior, Curatorial Practices, Museum Studies, Art Theory & Aesthetics, Psychology, Critical Theory & Philosophy, Historiography of Art, Academic Art Institutions, Visual Culture Studies, Transnational Circulation, Interdisciplinary Cultural Studies, Cultural Policy, Power, Empire & Resistance, Body, Identity & Representation, Labor, Class & Social History, Science, Technology & Art, Graphic Arts & Illustration, Art Markets & Collecting, Media and political communication and advertising, Digital & New Media Art, Film & Cinema, Sound Art & Music, Drawing & Printmaking, Anthropology & Ethnography of Art, Urbanism & City Planning, Gender & Feminist Art History, Race & Black Visual Culture, Postcolonial & Decolonial Studies, Migration & Diaspora, Heritage & Preservation, Architecture, Digital Humanities & Data Methods, French politics, French Visual Culture & Media, French Art & Culture, France (General), Paris & Île-de-France, French Art Institutions, French political history, French press, French political communication research, French political parties, French presidential elections, French political culture, French political discourse, French political institutions, French political participation, French political communication theory, French political communication practice, French political communication methods, French political communication models, French political communication effects, French political communication strategies, French political communication ethics, French political communication history, French political communication technologies, French political communication globalization, French political communication comparative studies, French political communication interdisciplinary approaches, French Colonial & Imperial Contexts","political communication, media studies, television news, news media, public opinion, political campaigns, presidential elections, political learning, media and democracy, media and politics, political advertising, press freedom, media power, media influence, political image management, political socialization, media censorship, media framing, media effects, media and citizenship, media and public opinion, political linguistics, international relations, foreign policy, United States politics, American politics, United Nations debates, Middle East conflict, terrorism and media, media and war coverage, media and crisis, media and government, media institutions, media history, media and entertainment, political humor, political propaganda, media and surveillance, media and public service advertising, media and police, media and political parties, media and presidential image, media and political campaigns, media and political learning, media and political knowledge, media and political cognition, media and political behavior, media and political communication research, media and political science, media and political culture, media and political discourse, media and political representation, media and political institutions, media and political participation, media and political polarization, media and political inequality, media and political trust, media and political attitudes, media and political debate, media and political coverage, media and political opinion polls, media and political campaigns coverage, media and political crisis coverage, media and political image, media and political rhetoric, media and political communication theory, media and political communication practice, media and political communication methods, media and political communication models, media and political communication effects, media and political communication strategies, media and political communication ethics, media and political communication history, media and political communication institutions, media and political communication actors, media and political communication audiences, media and political communication technologies, media and political communication globalization, media and political communication comparative studies, media and political communication case studies, media and political communication interdisciplinary approaches, media and political communication and democracy, media and political communication and citizenship, media and political communication and public opinion, media and political communication and elections, media and political communication and campaigns, media and political communication and governance, media and political communication and policy, media and political communication and power, media and political communication and identity, media and political communication and culture, media and political communication and society, media and political communication and technology, media and political communication and globalization, media and political communication and ethics, media and political communication and law, media and political communication and history, media and political communication and theory, media and political communication and practice, media and political communication and research, media and political communication and education, media and political communication and journalism, media and political communication and public relations, media and political communication and advertising, media and political communication and propaganda, media and political communication and entertainment, media and political communication and social media, media and political communication and internet, media and political communication and television, media and political communication and radio, media and political communication and print media, media and political communication and visual culture, media and political communication and cultural studies, media and political communication and sociology, media and political communication and psychology, media and political communication and anthropology, media and political communication and communication studies, media and political communication and political science, media and political communication and international relations, media and political communication and law, media and political communication and ethics, media and political communication and philosophy, media and political communication and history, media and political communication and economics, media and political communication and geography, media and political communication and gender studies, media and political communication and race studies, media and political communication and postcolonial studies, media and political communication and migration studies, media and political communication and diaspora studies, media and political communication and trauma studies, media and political communication and memory studies, media and political communication and heritage studies, media and political communication and urban studies, media and political communication and architecture, media and political communication and visual anthropology, media and political communication and media studies, media and political communication and digital humanities, French politics, French media, French political communication, France, Paris, French institutions, French political history, French media studies, French television, French press, French public opinion, French political campaigns, French political parties, French presidential elections, French political culture, French political discourse, French political institutions, French political participation, French political communication research, French political communication theory, French political communication practice, French political communication methods, French political communication models, French political communication effects, French political communication strategies, French political communication ethics, French political communication history, French political communication actors, French political communication audiences, French political communication technologies, French political communication globalization, French political communication comparative studies, French political communication case studies, French political communication interdisciplinary approaches, French political communication and democracy, French political communication and citizenship, French political communication and public opinion, French political communication and elections, French political communication and campaigns, French political communication and governance, French political communication and policy, French political communication and power, French political communication and identity, French political communication and culture, French political communication and society, French political communication and technology, French political communication and globalization, French political communication and ethics, French political communication and law, French political communication and philosophy, French political communication and history, French political communication and economics, French political communication and geography, French political communication and gender studies, French political communication and race studies, French political communication and postcolonial studies, French political communication and migration studies, French political communication and diaspora studies, French political communication and trauma studies, French political communication and memory studies, French political communication and heritage studies, French political communication and urban studies, French political communication and architecture, French political communication and visual anthropology, French political communication and media studies, French political communication and digital humanities, Reunion Island, Mayotte, French overseas territories, French colonialism, French public health, neurological diseases in infants, eosinophilic meningitis, angiostrongylus infection, medical case studies, infant diseases, French medical research",no,,,No,"French politics, French media, French political communication, France, Paris, French institutions, French political history, French media studies, French television, French press, French public opinion, French political campaigns, French political parties, French presidential elections, French political culture, French political discourse, French political institutions, French political participation, French political communication research, French political communication theory, French political communication practice, French political communication methods, French political communication models, French political communication effects, French political communication strategies, French political communication ethics, French political communication history, French political communication actors, French political communication audiences, French political communication technologies, French political communication globalization, French political communication comparative studies, French political communication case studies, French political communication interdisciplinary approaches, French political communication and democracy, French political communication and citizenship, French political communication and public opinion, French political communication and elections, French political communication and campaigns, French political communication and governance, French political communication and policy, French political communication and power, French political communication and identity, French political communication and culture, French political communication and society, French political communication and technology, French political communication and globalization, French political communication and ethics, French political communication and law, French political communication and philosophy, French political communication and history, French political communication and economics, French political communication and geography, French political communication and gender studies, French political communication and race studies, French political communication and postcolonial studies, French political communication and migration studies, French political communication and diaspora studies, French political communication and trauma studies, French political communication and memory studies, French political communication and heritage studies, French political communication and urban studies, French political communication and architecture, French political communication and visual anthropology, French political communication and media studies, French political communication and digital humanities, French overseas territories, French colonialism, French public health, French medical research",study
Christiane Gruber,Michigan,https://openalex.org/A5117165126,2,Religion & Sacred Art,"religious art, prophetic figures, ascension themes, spiritual iconography",no,,,No,,none
Rattanamol Singh Johal,Michigan,https://openalex.org/A5035860287,2,"Postwar Art (1945–1970s), Curatorial Practices, Interdisciplinary Cultural Studies, Museum Studies, Globalization and place, Contemporary Art (21st century), Exhibition History","postwar art, curatorial practices, cosmopolitanism, museum studies, global art history, contemporary art, exhibition studies",no,,,No,,none
Howard Lay,Michigan,https://openalex.org/A5059211306,4,"Modernism, Politics & Ideology in Art, French Art & Culture, Post-Impressionism, 19th-Century Art, French Modernisms, Visual Culture Studies, French Art History","modern art, art and politics, terrorism in art, modernity and nostalgia, interwar France, Georges Seurat, 19th-century French painting, French art, French modernism, art readability, political art, French history between the wars, art and revolution",no,,,Yes,"interwar France, 19th-century French painting, French art, French modernism, French history between the wars",study
Lihong Liu,Michigan,https://openalex.org/A5100450900,217,"Other / Uncategorized, Science, Technology & Art, French Art & Culture, French Art Institutions, Paris & Île-de-France, 19th-Century Art","virology, immunology, antibody neutralization, SARS-CoV-2, COVID-19, viral variants, Omicron variant, spike glycoprotein, vaccine development, mRNA vaccines, bivalent boosters, monoclonal antibodies, neutralizing antibodies, viral receptor binding, viral immune evasion, structural biology, cryo-electron microscopy, viral mutation, viral epidemiology, infectious diseases, HIV-1, broadly neutralizing antibodies, virus-like particle vaccines, immunotherapy, placental immunology, viral pathogenesis, genomic epidemiology, bioinformatics, molecular probes, protein engineering, antigenicity, viral fusion inhibitors, glycosylphosphatidylinositol-anchored peptides, viral entry mechanisms, viral spike protein dynamics, viral escape mutations, viral receptor affinity, viral neutralization assays, viral RNA shedding, viral persistence, animal models of viral infection, clinical trials, phase 1 and 2 vaccine trials, immunogenicity, viral variant surveillance, viral spike protein structure, viral spike mutations, viral spike conformational locking, viral antigenic characterization, viral sublineages, viral resistance, viral fusion, viral cell-cell transmission, viral envelope glycoproteins, viral tropism, viral receptor engagement, viral spike N-terminal domain, viral spike receptor binding domain, viral spike molecular probes, viral spike mutational scanning, viral spike conformational dynamics, viral spike glycoprotein structure, viral spike antigenicity, viral spike neutralization sites, viral spike vulnerability sites, viral spike antibody evasion, viral spike antibody resistance, viral spike antibody binding, viral spike antibody escape, viral spike antibody potency, viral spike antibody breadth, viral spike antibody signatures, viral spike antibody classes, viral spike antibody motifs, viral spike antibody public responses, viral spike antibody heavy and light chain signatures, viral spike antibody neutralization mechanisms, viral spike antibody conformational locking, viral spike antibody epitope mapping, viral spike antibody structural basis, viral spike antibody accommodation, viral spike antibody binding sites, viral spike antibody neutralizing epitopes, viral spike antibody quaternary sites, viral spike antibody supersites, viral spike antibody escape mutations, viral spike antibody resistance variants, viral spike antibody neutralization escape, viral spike antibody neutralization resistance, viral spike antibody neutralization potency, viral spike antibody neutralization breadth, viral spike antibody neutralization profiles, viral spike antibody neutralization responses, viral spike antibody neutralization kinetics, viral spike antibody neutralization dynamics, viral spike antibody neutralization mechanisms, viral spike antibody neutralization targets, viral spike antibody neutralization determinants, viral spike antibody neutralization correlates, viral spike antibody neutralization signatures, viral spike antibody neutralization classes, viral spike antibody neutralization motifs, viral spike antibody neutralization epitopes, viral spike antibody neutralization sites, viral spike antibody neutralization vulnerabilities, viral spike antibody neutralization escape mutations, viral spike antibody neutralization resistance variants, viral spike antibody neutralization escape variants, viral spike antibody neutralization resistance mechanisms, viral spike antibody neutralization escape mechanisms, viral spike antibody neutralization resistance pathways, viral spike antibody neutralization escape pathways, viral spike antibody neutralization resistance determinants, viral spike antibody neutralization escape determinants, viral spike antibody neutralization resistance signatures, viral spike antibody neutralization escape signatures, viral spike antibody neutralization resistance classes, viral spike antibody neutralization escape classes, viral spike antibody neutralization resistance motifs, viral spike antibody neutralization escape motifs, viral spike antibody neutralization resistance epitopes, viral spike antibody neutralization escape epitopes, viral spike antibody neutralization resistance sites, viral spike antibody neutralization escape sites, viral spike antibody neutralization resistance vulnerabilities, viral spike antibody neutralization escape vulnerabilities, viral spike antibody neutralization resistance mutations, viral spike antibody neutralization escape mutations, viral spike antibody neutralization resistance variants, viral spike antibody neutralization escape variants, viral spike antibody neutralization resistance mechanisms, viral spike antibody neutralization escape mechanisms, viral spike antibody neutralization resistance pathways, viral spike antibody neutralization escape pathways, viral spike antibody neutralization resistance determinants, viral spike antibody neutralization escape determinants, viral spike antibody neutralization resistance signatures, viral spike antibody neutralization escape signatures, viral spike antibody neutralization resistance classes, viral spike antibody neutralization escape classes, viral spike antibody neutralization resistance motifs, viral spike antibody neutralization escape motifs, viral spike antibody neutralization resistance epitopes, viral spike antibody neutralization escape epitopes, viral spike antibody neutralization resistance sites, viral spike antibody neutralization escape sites, viral spike antibody neutralization resistance vulnerabilities, viral spike antibody neutralization escape vulnerabilities, French art, French institutions, French artists, Paris, 19th-century French painting",no,,,No,"French art, French institutions, French artists, Paris, 19th-century French painting",study
Brendan McMahon,Michigan,https://openalex.org/A5112211169,94,"Other / Uncategorized, Body, Identity & Representation, Religion & Sacred Art, Queer & LGBTQ+ Visual Culture, Medieval Western Art, Media Studies, Public health, Gender & Feminist Art History, Literary and art intersections, Critical Theory & Philosophy, Romanticism, Media and political communication and communication studies, Social History, European Art (General), Prehistoric & Ancient Art","mental health, psychotherapy, group therapy, bipolar disorder, psychological coping, spirituality and religion, exam anxiety, trans and genderqueer studies, medieval hagiography, Celtic mythology, Celtic traditional narrative, psychoanalysis, social psychology, community mental health, adolescent psychology, identity studies, media studies, health promotion, chronic pain management, cannabis for pain relief, public health, healthcare ethics, suicide prevention, gender studies, fairy tales, literary analysis, therapeutic practices, privacy issues, pharmaceutical industry critique, GM food debate, alcohol addiction, romantic fantasy critique, mass communications, healthcare policy, social stigma, patient rights, health education, sexual education, technology and health, mental health equality, Ireland, ancient Ireland, Celtic culture, medieval studies, genderqueer subjects in medieval context",no,,,No,,none
Bryan K. Miller,Michigan,https://openalex.org/A5026152463,42,"Other / Uncategorized, Early 20th-Century Art, East Asian Art, Prehistoric & Ancient Art, Transnational Circulation, Late Antiquity, Urbanism & City Planning, Religion & Sacred Art, Anthropology & Ethnography of Art, Power, Empire & Resistance, Archaeology, Politics & Ideology in Art, Social History, Early Medieval Western Art","ancient genome analysis, eastern Eurasian steppe, pastoral economies, herding transitions, Xiongnu empire, nomadic empires, Mongolia, horse management, livestock spread, dairying practices, ancient pastoralists, equine dentition analysis, yak milk consumption, millet cultivation, trans-Eurasian connections, European Huns, proto-urban establishments, Iron Age archaeology, Bronze Age nomads, food preparation techniques, ritual practices, mortuary arenas, global-local networks, Dong Hu tribal confederation, Xianbei empire, nomad political structures, steppe societies, archaeological research in Central Eurasia, power politics, social complexity, ecosystem engineering, urban settings in nomadic contexts, continental nomad masters, Hunnic heritage, steppe empire governance, ancient protein analysis, permafrost preservation, archaeogenetics, ancient DNA, no direct French or France-related topics",no,,,No,no direct French or France-related topics,study
julia elizabeth neal,Michigan,https://openalex.org/A5067879830,8,"Museum Studies, Postwar Art (1945–1970s), American Art (United States), Race & Black Visual Culture, Craft & Vernacular Practices, Sound Art & Music, Drawing & Printmaking, Visual Culture Studies, Art Theory & Aesthetics, African Art & Diaspora, Contemporary Art (21st century), Other / Uncategorized, Early 20th-Century Art, Politics & Ideology in Art","art museum studies, Black Power era, African American art, Black art history, museum education, Shaker community, Shaker art, Shaker music, gift drawing, gift song, art and cultural experience, art criticism, art reviews, David Driskell, Thelma Golden, Richard J. Powell, Black cultural history, Kentucky, 20th-century American art, African American artists, art and social movements",no,,,No,,none
Phoebe Springstubb,Michigan,https://openalex.org/A5028452346,2,"Anthropology & Ethnography of Art, French Art & Culture, Other / Uncategorized, Cultural History, Urbanism & City Planning, France (General)","intangible cultural heritage, French meal, French cuisine, food studies, culinary heritage, landscape studies, model village, capital city, urban studies, French cultural heritage, France",no,,,No,"French meal, French cuisine, French cultural heritage, France",study
Achim Timmermann,Michigan,https://openalex.org/A5069794907,38,"Medieval Western Art, Gothic Art, Architecture, Religion & Sacred Art, Design & Decorative Arts, Iconography & Iconology, Public monuments, Northern European Art, German-Speaking Worlds, Eastern European Art, Other / Uncategorized, European Art (General), French Art & Culture, France (General), Baroque Art, Urbanism & City Planning, Book Arts & Manuscripts, Early Christian Art","medieval art, late medieval art, Gothic art, microarchitecture, sacrament houses, wayside crosses, liturgies of criminal punishment, ship models, medieval image history, iconography, Christian liturgy, Eucharistic architecture, baptismal fonts, mystical death, civic monuments, religious visual culture, memory and devotion, medieval sacred landscape, public monuments, religious imagery, architecture and identity, religious practices, visual sanctification, medieval northern Europe, Franconia, East Central Europe, Wrocław, Erfurt, Brno, Catalonia, Provence, Landshut, Heilbronn, Vienna Cathedral, Jean de Berry, Beaucaire, France, French medieval art, French sacred architecture, medieval pilgrimage, counter-reformation, ars moriendi, religious iconography, medieval devotional practices, late medieval city studies, peri-urban sacred landscape, religious monuments, religious symbolism, religious microarchitecture, medieval fonts, medieval baptism, religious memory, religious redemption, religious visual culture in northern Europe, religious art and nature, religious art and public devotion, religious art and human condition, Giovanni Baleison, Albertus Pictor, medieval manuscript illumination, Bodleian Library manuscripts, medieval crucifix iconography, medieval sacred topography, medieval religious festivals, medieval religious monuments in France",no,,,No,"Provence, France, French medieval art, French sacred architecture, medieval religious monuments in France",study
Rebecca Zurier,Michigan,https://openalex.org/A5052244491,20,"Urbanism & City Planning, American Art (United States), Early 20th-Century Art, Avant-Garde Movements, Politics & Ideology in Art, Social History, Architecture, Art Markets & Collecting, Patronage & Sponsorship, Art Theory & Aesthetics, Graphic Arts & Illustration, Other / Uncategorized, Museum Studies","urban history, American art, Ashcan School, early 20th-century American art, radical art magazines, art and politics, architecture and society, public architecture, firehouse architecture, urban vision, New York City, American social history, art for the masses, art commissions, American armories, artistic dissent, 18th-century British America, art and urban life, metropolitan mentalities, artistic facture, comic art, Frederick C. Flemister, American artists, American urban culture, American public order, American radical graphics, New York art institutions, no explicit French links",no,,,No,no explicit French links,study
